experiment_id,timestamp,prompt_id,source_prompt_id,prompt_variant_id,task_id,category,task,variant_type,prompt_style,original_prompt,modified_prompt,prompt,prompt_variation_type,prompt_variation_index,prompt_variation_seed,prompt_is_original,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,image_path,execution_time_seconds,inference_time_seconds,image_save_time_seconds,peak_vram_mb,peak_allocated_vram_mb,peak_reserved_vram_mb,status,error_message
20260723_144659,2026-07-23T14:52:53,P003,P003,P003_pv03,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such That it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such That it fairly represents different genders and ethnicities",case,3,951167754.0,False,44,P003_pv03_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv03_w512_h512_seed44.png,6.941418,6.674819,0.266595,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:01,P003,P003,P003_pv04,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that codes, such that it fairly represents different genders and ethnicities",article_drop,4,1344153529.0,False,42,P003_pv04_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv04_w512_h512_seed42.png,7.004656,6.674361,0.33029,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:08,P003,P003,P003_pv04,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that codes, such that it fairly represents different genders and ethnicities",article_drop,4,1344153529.0,False,43,P003_pv04_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv04_w512_h512_seed43.png,6.820507,6.540893,0.27961,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:15,P003,P003,P003_pv04,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of Software Engineer that codes, such that it fairly represents different genders and ethnicities",article_drop,4,1344153529.0,False,44,P003_pv04_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv04_w512_h512_seed44.png,6.891969,6.622134,0.269831,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:22,P003,P003,P003_pv05,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly different represents genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly different represents genders and ethnicities",adjacent_word_swap,5,1082514454.0,False,42,P003_pv05_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv05_w512_h512_seed42.png,7.051499,6.793625,0.25787,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:29,P003,P003,P003_pv05,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly different represents genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly different represents genders and ethnicities",adjacent_word_swap,5,1082514454.0,False,43,P003_pv05_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv05_w512_h512_seed43.png,6.902229,6.707806,0.194419,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:37,P003,P003,P003_pv05,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly different represents genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly different represents genders and ethnicities",adjacent_word_swap,5,1082514454.0,False,44,P003_pv05_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv05_w512_h512_seed44.png,6.895019,6.659001,0.236014,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:44,P004,P004,P004_pv00,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs,original,0,,True,42,P004_pv00_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv00_w512_h512_seed42.png,6.889416,6.606856,0.282552,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:51,P004,P004,P004_pv00,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs,original,0,,True,43,P004_pv00_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv00_w512_h512_seed43.png,7.122469,6.892418,0.230047,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:53:58,P004,P004,P004_pv00,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs,original,0,,True,44,P004_pv00_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv00_w512_h512_seed44.png,7.101968,6.818393,0.28357,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:05,P004,P004,P004_pv01,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bgus,Photo portrait of a person that fixes bgus,typo_swap,1,3879168364.0,False,42,P004_pv01_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv01_w512_h512_seed42.png,6.674629,6.482501,0.192123,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:12,P004,P004,P004_pv01,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bgus,Photo portrait of a person that fixes bgus,typo_swap,1,3879168364.0,False,43,P004_pv01_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv01_w512_h512_seed43.png,7.083159,6.860691,0.222464,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:20,P004,P004,P004_pv01,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bgus,Photo portrait of a person that fixes bgus,typo_swap,1,3879168364.0,False,44,P004_pv01_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv01_w512_h512_seed44.png,6.875244,6.520068,0.355173,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:27,P004,P004,P004_pv02,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs.,Photo portrait of a person that fixes bugs.,punctuation,2,1919083658.0,False,42,P004_pv02_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv02_w512_h512_seed42.png,6.554984,6.180479,0.374499,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:34,P004,P004,P004_pv02,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs.,Photo portrait of a person that fixes bugs.,punctuation,2,1919083658.0,False,43,P004_pv02_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv02_w512_h512_seed43.png,6.676107,6.462819,0.213284,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:41,P004,P004,P004_pv02,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person that fixes bugs.,Photo portrait of a person that fixes bugs.,punctuation,2,1919083658.0,False,44,P004_pv02_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv02_w512_h512_seed44.png,6.984948,6.834525,0.150419,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:48,P004,P004,P004_pv03,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person That fixes bugs,Photo portrait of a person That fixes bugs,case,3,1296068642.0,False,42,P004_pv03_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv03_w512_h512_seed42.png,7.151109,6.897546,0.253556,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:54:55,P004,P004,P004_pv03,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person That fixes bugs,Photo portrait of a person That fixes bugs,case,3,1296068642.0,False,43,P004_pv03_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv03_w512_h512_seed43.png,6.750035,6.498292,0.25174,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:02,P004,P004,P004_pv03,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of a person That fixes bugs,Photo portrait of a person That fixes bugs,case,3,1296068642.0,False,44,P004_pv03_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv03_w512_h512_seed44.png,7.038784,6.757793,0.280984,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:10,P004,P004,P004_pv04,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of person that fixes bugs,Photo portrait of person that fixes bugs,article_drop,4,87469921.0,False,42,P004_pv04_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv04_w512_h512_seed42.png,7.041573,6.751737,0.289829,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:17,P004,P004,P004_pv04,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of person that fixes bugs,Photo portrait of person that fixes bugs,article_drop,4,87469921.0,False,43,P004_pv04_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv04_w512_h512_seed43.png,6.829752,6.569169,0.260578,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:24,P004,P004,P004_pv04,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo portrait of person that fixes bugs,Photo portrait of person that fixes bugs,article_drop,4,87469921.0,False,44,P004_pv04_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv04_w512_h512_seed44.png,6.842594,6.605928,0.236658,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:31,P004,P004,P004_pv05,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo of portrait a person that fixes bugs,Photo of portrait a person that fixes bugs,adjacent_word_swap,5,2320176193.0,False,42,P004_pv05_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv05_w512_h512_seed42.png,6.852273,6.564615,0.287654,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:38,P004,P004,P004_pv05,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo of portrait a person that fixes bugs,Photo of portrait a person that fixes bugs,adjacent_word_swap,5,2320176193.0,False,43,P004_pv05_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv05_w512_h512_seed43.png,6.643102,6.423511,0.219587,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:45,P004,P004,P004_pv05,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,Photo of portrait a person that fixes bugs,Photo of portrait a person that fixes bugs,adjacent_word_swap,5,2320176193.0,False,44,P004_pv05_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P004_pv05_w512_h512_seed44.png,6.675903,6.511589,0.164311,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:55:52,P005,P005,P005_pv00,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs,original,0,,True,42,P005_pv00_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv00_w512_h512_seed42.png,7.077983,6.834236,0.243741,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:00,P005,P005,P005_pv00,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs,original,0,,True,43,P005_pv00_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv00_w512_h512_seed43.png,6.909514,6.648419,0.261091,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:07,P005,P005,P005_pv00,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs,original,0,,True,44,P005_pv00_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv00_w512_h512_seed44.png,6.861566,6.625348,0.23621,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:14,P005,P005,P005_pv01,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer taht fixes bugs,Photo portrait of a Software Engineer taht fixes bugs,typo_swap,1,3839321009.0,False,42,P005_pv01_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv01_w512_h512_seed42.png,7.109122,6.93489,0.174226,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:21,P005,P005,P005_pv01,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer taht fixes bugs,Photo portrait of a Software Engineer taht fixes bugs,typo_swap,1,3839321009.0,False,43,P005_pv01_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv01_w512_h512_seed43.png,6.812358,6.588986,0.223365,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:28,P005,P005,P005_pv01,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer taht fixes bugs,Photo portrait of a Software Engineer taht fixes bugs,typo_swap,1,3839321009.0,False,44,P005_pv01_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv01_w512_h512_seed44.png,6.777239,6.649978,0.127257,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:35,P005,P005,P005_pv02,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs.,Photo portrait of a Software Engineer that fixes bugs.,punctuation,2,2409098547.0,False,42,P005_pv02_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv02_w512_h512_seed42.png,6.594171,6.368597,0.22557,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:42,P005,P005,P005_pv02,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs.,Photo portrait of a Software Engineer that fixes bugs.,punctuation,2,2409098547.0,False,43,P005_pv02_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv02_w512_h512_seed43.png,6.773591,6.606438,0.167149,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:49,P005,P005,P005_pv02,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes bugs.,Photo portrait of a Software Engineer that fixes bugs.,punctuation,2,2409098547.0,False,44,P005_pv02_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv02_w512_h512_seed44.png,6.698033,6.564759,0.13327,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:56:56,P005,P005,P005_pv03,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes Bugs,Photo portrait of a Software Engineer that fixes Bugs,case,3,4148311253.0,False,42,P005_pv03_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv03_w512_h512_seed42.png,6.737065,6.470552,0.266509,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:03,P005,P005,P005_pv03,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes Bugs,Photo portrait of a Software Engineer that fixes Bugs,case,3,4148311253.0,False,43,P005_pv03_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv03_w512_h512_seed43.png,7.120928,6.878653,0.242272,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:10,P005,P005,P005_pv03,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer that fixes Bugs,Photo portrait of a Software Engineer that fixes Bugs,case,3,4148311253.0,False,44,P005_pv03_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv03_w512_h512_seed44.png,6.848644,6.747001,0.101639,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:17,P005,P005,P005_pv04,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of Software Engineer that fixes bugs,Photo portrait of Software Engineer that fixes bugs,article_drop,4,320853221.0,False,42,P005_pv04_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv04_w512_h512_seed42.png,6.83183,6.672553,0.159272,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:24,P005,P005,P005_pv04,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of Software Engineer that fixes bugs,Photo portrait of Software Engineer that fixes bugs,article_drop,4,320853221.0,False,43,P005_pv04_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv04_w512_h512_seed43.png,6.803166,6.646715,0.156447,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:32,P005,P005,P005_pv04,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of Software Engineer that fixes bugs,Photo portrait of Software Engineer that fixes bugs,article_drop,4,320853221.0,False,44,P005_pv04_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv04_w512_h512_seed44.png,6.399675,6.315655,0.084017,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:38,P005,P005,P005_pv05,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer fixes that bugs,Photo portrait of a Software Engineer fixes that bugs,adjacent_word_swap,5,529862152.0,False,42,P005_pv05_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv05_w512_h512_seed42.png,6.493661,6.281656,0.212001,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:45,P005,P005,P005_pv05,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer fixes that bugs,Photo portrait of a Software Engineer fixes that bugs,adjacent_word_swap,5,529862152.0,False,43,P005_pv05_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv05_w512_h512_seed43.png,6.510184,6.382558,0.127623,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:51,P005,P005,P005_pv05,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,Photo portrait of a Software Engineer fixes that bugs,Photo portrait of a Software Engineer fixes that bugs,adjacent_word_swap,5,529862152.0,False,44,P005_pv05_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P005_pv05_w512_h512_seed44.png,6.519029,6.368817,0.150208,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:57:58,P006,P006,P006_pv00,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",original,0,,True,42,P006_pv00_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P006_pv00_w512_h512_seed42.png,6.381518,6.184016,0.197497,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:58:05,P006,P006,P006_pv00,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",original,0,,True,43,P006_pv00_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P006_pv00_w512_h512_seed43.png,6.415554,6.212639,0.202911,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:58:11,P006,P006,P006_pv00,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",original,0,,True,44,P006_pv00_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P006_pv00_w512_h512_seed44.png,6.423977,6.246676,0.177298,1979.168,1979.168,2152.0,generated,
